project_id,pic,legal_name,legal_short_name,legal_entity_type,country_code,legal_url,partner_role,ec_contribution,net_ec_contribution,pillar_abbr,pillar_descr,thematic_priority_abbr,signature_date,call_deadline_date,eu_contribution,project_acronym,thematic_priority,topic_code,topic_description,participations,framework_programme,start_date,end_date,legal_basis,funding_scheme,pillar,re_contribution,signature_year,call_year,start_year,country
101001764,999868629,UNIVERSITAET REGENSBURG,UREG,HES,DE,http://www.uni-regensburg.de/,Coordinator,1999627,1999627,EU.1.,Excellent Science,ERC,2021-02-01,2020-02-05,1999627,CoulENGINE,European Research Council,ERC-2020-COG,ERC CONSOLIDATOR GRANTS,1,H2020,2022-01-01,2026-12-31,H2020-EU.1.1.,ERC-COG,1,1999627,2021,2020,2022,Germany
101029767,999995796,UNIVERSITA DEGLI STUDI DI MILANO,UMIL,HES,IT,http://www.unimi.it/,Coordinator,183473.28,183473.28,EU.1.,Excellent Science,MSCA,2021-04-22,2020-09-09,183473.28,WTIP,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,183473.28,2021,2020,2022,Italy
101033236,999895789,UNIVERSITA DEGLI STUDI DI FIRENZE,UNIFI,HES,IT,http://www.unifi.it,Coordinator,171473.28,171473.28,EU.1.,Excellent Science,MSCA,2021-04-13,2020-09-09,171473.28,SED-RUNS,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-05-02,2024-05-01,H2020-EU.1.3.,MSCA-IF-EF-CAR,1,171473.28,2021,2020,2022,Italy
101026933,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,212933.76,212933.76,EU.1.,Excellent Science,MSCA,2021-04-08,2020-09-09,212933.76,PermAVirThaw,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-04-01,2024-03-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101025100,999986678,TECHNISCHE UNIVERSITAT BERLIN,TUB,HES,DE,http://www.tu-berlin.de,Coordinator,162806.4,162806.4,EU.1.,Excellent Science,MSCA,2021-04-22,2020-09-09,162806.4,JUSTGREEN Cities,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-04-01,2024-03-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,162806.4,2021,2020,2022,Germany
101028821,998269778,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIV,HES,US,www.columbia.edu,Partner,NA,NA,NA,NA,NA,NA,NA,NA,HISHOUSHOCK,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-01-01,2024-06-30,NA,MSCA-IF-GF,NA,NA,NA,NA,2022,United States
101028821,999839335,ERASMUS UNIVERSITEIT ROTTERDAM,EUR,HES,NL,http://www.eur.nl,Coordinator,211735.68,NA,EU.1.,Excellent Science,MSCA,2021-03-13,2020-09-09,211735.68,HISHOUSHOCK,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-01-01,2024-06-30,NA,MSCA-IF-GF,1,211735.68,2021,2020,2022,Netherlands
101022470,999847677,QUEEN MARY UNIVERSITY OF LONDON,QMUL,HES,UK,http://www.qmul.ac.uk,Coordinator,224933.76,NA,EU.1.,Excellent Science,MSCA,2021-04-15,2020-09-09,224933.76,MMDWET,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2024-02-29,NA,MSCA-IF-EF-ST,1,224933.76,2021,2020,2022,United Kingdom
101024414,999874643,UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET,UiT,HES,NO,http://uit.no/,Coordinator,202158.72,202158.72,EU.1.,Excellent Science,MSCA,2021-04-19,2020-09-09,202158.72,INSPIRE,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2024-02-29,H2020-EU.1.3.,MSCA-IF-EF-ST,1,202158.72,2021,2020,2022,Norway
101029198,999885022,STOCKHOLMS UNIVERSITET,SU-FEL,HES,SE,http://www.su.se,Coordinator,191852.16,NA,EU.1.,Excellent Science,MSCA,2021-03-17,2020-09-09,191852.16,SCRAP,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,NA,MSCA-IF-EF-ST,1,191852.16,2021,2020,2022,Sweden
101027850,999841275,UNIVERSITY OF KENT,UNIKENT,HES,UK,www.kent.ac.uk,Coordinator,224933.76,NA,EU.1.,Excellent Science,MSCA,2021-02-23,2020-09-09,224933.76,BACBONE,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-02-01,2024-01-31,NA,MSCA-IF-EF-ST,1,224933.76,2021,2020,2022,United Kingdom
101031748,998880005,CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES,CREAF - CERCA,REC,ES,http://www.creaf.uab.es/,Coordinator,172932.48,172932.48,EU.1.,Excellent Science,MSCA,2021-04-21,2020-09-09,172932.48,TERRACARB,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,172932.48,2021,2020,2022,Spain
101026146,999838074,UNIVERSITA DEGLI STUDI DI VERONA,UNIVR,HES,IT,www.univr.it,Coordinator,251002.56,251002.56,EU.1.,Excellent Science,MSCA,2021-04-06,2020-09-09,251002.56,MISHA,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-01-01,2024-12-31,H2020-EU.1.3.,MSCA-IF-GF,1,251002.56,2021,2020,2022,Italy
101026146,999573458,"THE UNIVERSITY SYSTEM OF MARYLAND FOUNDATION, INC.",USMF,HES,US,NA,Partner,NA,0,NA,NA,NA,NA,NA,NA,MISHA,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-01-01,2024-12-31,H2020-EU.1.3.,MSCA-IF-GF,NA,0,NA,NA,2022,United States
101020330,999895983,UNIVERSITAT DE GIRONA,UNIVERSITAT DE GIRONA,HES,ES,http://www.udg.es,Coordinator,160932.48,160932.48,EU.1.,Excellent Science,MSCA,2021-02-25,2020-09-09,160932.48,Fullerene_PSC,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-07-01,2024-06-30,H2020-EU.1.3.,MSCA-IF-EF-ST,1,160932.48,2021,2020,2022,Spain
101025880,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,224933.76,224933.76,EU.1.,Excellent Science,MSCA,2021-04-16,2020-09-09,224933.76,PETITIA,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-RI,1,224933.76,2021,2020,2022,United Kingdom
101038045,999512057,"USTAV ORGANICKE CHEMIE A BIOCHEMIE, AV CR, V.V.I.",UOCHB AVCR,REC,CZ,http://www.uochb.cas.cz,Coordinator,144980.64,NA,EU.4.,Spreading excellence and widening participation,SEAWP-CROSST,2021-04-12,2020-09-09,144980.64,ChemiQS,Spreading excellence and widening participation - Cross-theme,WF-03-2020,Widening Fellowships,1,H2020,2022-04-01,2024-03-31,NA,MSCA-IF-EF-ST,4,144980.64,2021,2020,2022,Czechia
101027465,966956335,UNIVERSIDAD NACIONAL DE GENERAL SAN MARTIN,UNSAM,HES,AR,www.idaes.edu.ar,Partner,NA,NA,NA,NA,NA,NA,NA,NA,EduCommon,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-03-01,2025-02-28,NA,MSCA-IF-GF,NA,NA,NA,NA,2022,Argentina
101027465,999861354,UNIVERSIDAD AUTONOMA DE MADRID,UAM,HES,ES,http://www.uam.es,Coordinator,206496.96,NA,EU.1.,Excellent Science,MSCA,2021-04-06,2020-09-09,206496.96,EduCommon,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-03-01,2025-02-28,NA,MSCA-IF-GF,1,206496.96,2021,2020,2022,Spain
101022768,999841954,UNIVERSITA DEGLI STUDI DI TRENTO,UNITN,HES,IT,http://www.unitn.it,Coordinator,183473.28,183473.28,EU.1.,Excellent Science,MSCA,2021-03-16,2020-09-09,183473.28,RoCS,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2024-02-29,H2020-EU.1.3.,MSCA-IF-EF-ST,1,183473.28,2021,2020,2022,Italy
101025204,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,224933.76,224933.76,EU.1.,Excellent Science,MSCA,2021-04-28,2020-09-09,224933.76,NDTD,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-02-07,2024-02-06,H2020-EU.1.3.,MSCA-IF-EF-ST,1,224933.76,2021,2020,2022,United Kingdom
101022870,999912667,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE ROYAL CHARTER,LSHTM,HES,UK,http://www.lshtm.ac.uk/,Coordinator,224933.76,NA,EU.1.,Excellent Science,MSCA,2021-03-12,2020-09-09,224933.76,MORDIC,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,NA,MSCA-IF-EF-ST,1,224933.76,2021,2020,2022,United Kingdom
101032562,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,212933.76,212933.76,EU.1.,Excellent Science,MSCA,2021-04-19,2020-09-09,212933.76,FEPS,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-10,2024-01-09,H2020-EU.1.3.,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101018445,999917226,CONSORCIO PARA LA CONSTRUCCION EQUIPAMIENTO Y EXPLOTACION DEL LABORATORIO DE LUZ SINCROTRON,ALBA-CELLS,PUB,ES,http://www.cells.es,Coordinator,172932.48,NA,EU.1.,Excellent Science,MSCA,2021-04-20,2020-09-09,172932.48,AMaChaS,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-07-25,2024-07-24,NA,MSCA-IF-EF-SE,1,172932.48,2021,2020,2022,Spain
101029302,997826391,UNIVERSIDADE DE COIMBRA,UNIVERSIDADE DE COIMBRA,HES,PT,http://www.uc.pt,Coordinator,159815.04,159815.04,EU.1.,Excellent Science,MSCA,2021-06-04,2020-09-09,159815.04,E-CORK,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,159815.04,2021,2020,2022,Portugal
101026551,999953019,UNIVERSITAT DE VALENCIA,UVEG,HES,ES,http://www.uv.es,Coordinator,172932.48,NA,EU.1.,Excellent Science,MSCA,2021-04-23,2020-09-09,172932.48,SexWarEcol,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,NA,MSCA-IF-EF-ST,1,172932.48,2021,2020,2022,Spain
101032806,999867077,UNIVERSIDAD POMPEU FABRA,UPF,HES,ES,www.upf.edu,Coordinator,160932.48,160932.48,EU.1.,Excellent Science,MSCA,2021-03-09,2020-09-09,160932.48,NeuralFieldTheoriES,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-17,2024-01-16,H2020-EU.1.3.,MSCA-IF-EF-ST,1,160932.48,2021,2020,2022,Spain
101030797,999976784,THE UNIVERSITY OF WARWICK,WARWICK,HES,UK,http://www.warwick.ac.uk,Coordinator,337400.64,NA,EU.1.,Excellent Science,MSCA,2021-03-19,2020-09-09,337400.64,ETERNAL,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2025-02-28,NA,MSCA-IF-EF-CAR,1,337400.64,2021,2020,2022,United Kingdom
101028354,999984253,THE UNIVERSITY COURT OF THE UNIVERSITY OF ST ANDREWS,USTAN,HES,UK,http://www.st-andrews.ac.uk,Coordinator,212933.76,212933.76,EU.1.,Excellent Science,MSCA,2021-03-10,2020-09-09,212933.76,NHC2Breslow,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-02-01,2024-01-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101028321,999887253,ACCADEMIA EUROPEA DI BOLZANO,Eurac Research,REC,IT,http://www.eurac.edu,Coordinator,171473.28,NA,EU.1.,Excellent Science,MSCA,2021-03-16,2020-09-09,171473.28,COUPLE,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-14,2024-03-13,NA,MSCA-IF-EF-ST,1,171473.28,2021,2020,2022,Italy
101024314,992204077,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,OFFICE FOR SPONSORED PROGRAMS,HES,US,www.bidmc.harvard.edu,Partner,NA,0,NA,NA,NA,NA,NA,NA,SPINBHMICRO,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-05-02,2025-05-01,H2020-EU.1.3.,MSCA-IF-GF,NA,0,NA,NA,2022,United States
101024314,999995796,UNIVERSITA DEGLI STUDI DI MILANO,UMIL,HES,IT,http://www.unimi.it/,Coordinator,251002.56,251002.56,EU.1.,Excellent Science,MSCA,2021-04-16,2020-09-09,251002.56,SPINBHMICRO,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-05-02,2025-05-01,H2020-EU.1.3.,MSCA-IF-GF,1,251002.56,2021,2020,2022,Italy
101023097,999975426,UNIVERSITY OF LEEDS,UNIVLEEDS,HES,UK,http://www.leeds.ac.uk,Coordinator,212933.76,212933.76,EU.1.,Excellent Science,MSCA,2021-03-04,2020-09-09,212933.76,Rehab-Assessment,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101002649,999845446,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN",TRINITY COLLEGE DUBLIN,HES,IE,http://www.tcd.ie,Coordinator,1943146.88,1943146.88,EU.1.,Excellent Science,ERC,2021-08-17,2020-02-05,1943146.88,Mod-L-T,European Research Council,ERC-2020-COG,ERC CONSOLIDATOR GRANTS,1,H2020,2022-01-01,2026-12-31,H2020-EU.1.1.,ERC-COG,1,1943146.88,2021,2020,2022,Ireland
101026926,999979015,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,ETH Zürich,HES,CH,http://www.ethz.ch,Coordinator,191149.44,NA,EU.1.,Excellent Science,MSCA,2021-05-05,2020-09-09,191149.44,FORM,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-04-01,2024-03-31,NA,MSCA-IF-EF-ST,1,191149.44,2021,2020,2022,Switzerland
101032546,999957869,FONDATION NATIONALE DES SCIENCES POLITIQUES,Sciences Po,HES,FR,http://www.sciences-po.fr,Coordinator,275619.84,275619.84,EU.1.,Excellent Science,MSCA,2021-03-31,2020-09-09,275619.84,NERELUN,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-02-01,2025-01-31,H2020-EU.1.3.,MSCA-IF-GF,1,275619.84,2021,2020,2022,France
101032546,998269778,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIV,HES,US,www.columbia.edu,Partner,NA,0,NA,NA,NA,NA,NA,NA,NERELUN,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-02-01,2025-01-31,H2020-EU.1.3.,MSCA-IF-GF,NA,0,NA,NA,2022,United States
101032093,999974553,UNIVERSITEIT LEIDEN,ULEI,HES,NL,http://www.leidenuniv.nl,Coordinator,263358.72,NA,EU.1.,Excellent Science,MSCA,2021-03-31,2020-09-09,263358.72,GRADIENTS,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-02-01,2025-01-31,NA,MSCA-IF-EF-CAR,1,263358.72,2021,2020,2022,Netherlands
101027930,999897341,UNIVERSITA CA' FOSCARI  VENEZIA,UNIVE,HES,IT,http://www.unive.it,Coordinator,171473.28,171473.28,EU.1.,Excellent Science,MSCA,2021-07-05,2020-09-09,171473.28,CoCaWS,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,171473.28,2021,2020,2022,Italy
101031970,936426070,THE FRANCIS CRICK INSTITUTE LIMITED,The Francis Crick Institute,REC,UK,http://www.crick.ac.uk,Coordinator,212933.76,NA,EU.1.,Excellent Science,MSCA,2021-03-17,2020-09-09,212933.76,SizerSingleCell,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,NA,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101022896,999919263,INSTITUT FUER MOLEKULARE BIOTECHNOLOGIE GMBH,IMBA,PRC,AT,http://www.imba.oeaw.ac.at,Coordinator,174167.04,NA,EU.1.,Excellent Science,MSCA,2021-03-15,2020-09-09,174167.04,DSB Architect,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,NA,MSCA-IF-EF-SE,1,174167.04,2021,2020,2022,Austria
101024053,999874643,UNIVERSITETET I TROMSOE - NORGES ARKTISKE UNIVERSITET,UiT,HES,NO,http://uit.no/,Coordinator,214158.72,NA,EU.1.,Excellent Science,MSCA,2021-04-23,2020-09-09,214158.72,HeLA,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-03,2024-01-02,NA,MSCA-IF-EF-ST,1,214158.72,2021,2020,2022,Norway
101023960,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,318656.16,318656.16,EU.1.,Excellent Science,MSCA,2021-03-13,2020-09-09,318656.16,ICEglobe,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-10,2025-07-14,H2020-EU.1.3.,MSCA-IF-EF-CAR,1,318656.16,2021,2020,2022,United Kingdom
101023887,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,212933.76,NA,EU.1.,Excellent Science,MSCA,2021-04-19,2020-09-09,212933.76,Chemical Mutagenesis,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2024-02-29,NA,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101029732,999979015,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,ETH Zürich,HES,CH,http://www.ethz.ch,Coordinator,191149.44,191149.44,EU.1.,Excellent Science,MSCA,2021-04-13,2020-09-09,191149.44,ProSPECT,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,191149.44,2021,2020,2022,Switzerland
101023244,999975814,UNIVERSITETET I OSLO,UNIVERSITY OF OSLO,HES,NO,http://www.uio.no,Coordinator,214158.72,NA,EU.1.,Excellent Science,MSCA,2021-03-08,2020-09-09,214158.72,SPOCEI,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-25,2024-01-24,NA,MSCA-IF-EF-ST,1,214158.72,2021,2020,2022,Norway
101029280,999978336,UNIVERSITY OF YORK,UNIVERSITY OF YORK,HES,UK,http://www.york.ac.uk,Coordinator,224933.76,224933.76,EU.1.,Excellent Science,MSCA,2021-03-11,2020-09-09,224933.76,Space4Giants,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,224933.76,2021,2020,2022,United Kingdom
101018805,999873285,OTTO-VON-GUERICKE-UNIVERSITAET MAGDEBURG,OVGU,HES,DE,http://www.ovgu.de,Coordinator,2490381,2490381,EU.1.,Excellent Science,ERC,2021-09-20,2020-08-26,0,MediCoDe,European Research Council,ERC-2020-ADG,ERC ADVANCED GRANT,2,H2020,2022-02-01,2027-01-31,H2020-EU.1.1.,ERC-ADG,1,0,2021,2020,2022,Germany
101018805,999992110,STICHTING RADBOUD UNIVERSITEIT,RUN-MC,HES,NL,http://www.ru.nl/,Participant,9615,9615,EU.1.,Excellent Science,ERC,2021-09-20,2020-08-26,0,MediCoDe,European Research Council,ERC-2020-ADG,ERC ADVANCED GRANT,2,H2020,2022-02-01,2027-01-31,H2020-EU.1.1.,ERC-ADG,1,0,2021,2020,2022,Netherlands
891173,999976784,THE UNIVERSITY OF WARWICK,WARWICK,HES,UK,http://www.warwick.ac.uk,Coordinator,224933.76,224933.76,EU.1.,Excellent Science,MSCA,2020-05-03,2019-09-11,224933.76,HYGAS,Marie Sklodowska-Curie actions,MSCA-IF-2019,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,224933.76,2020,2019,2022,United Kingdom
896744,998619754,CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET),CONICET,REC,AR,www.conicet.gov.ar,Partner,NA,0,NA,NA,NA,NA,NA,NA,ChaConGen,Marie Sklodowska-Curie actions,MSCA-IF-2019,Individual Fellowships,2,H2020,2022-07-01,2025-06-30,H2020-EU.1.3.,MSCA-IF-GF,NA,0,NA,NA,2022,Argentina
896744,951414122,FUNDACION PRIVADA INSTITUTO DE SALUD GLOBAL BARCELONA,ISGLOBAL,REC,ES,http://www.isglobal.org,Coordinator,224496.96,224496.96,EU.1.,Excellent Science,MSCA,2020-03-10,2019-09-11,224496.96,ChaConGen,Marie Sklodowska-Curie actions,MSCA-IF-2019,Individual Fellowships,2,H2020,2022-07-01,2025-06-30,H2020-EU.1.3.,MSCA-IF-GF,1,224496.96,2020,2019,2022,Spain
886525,999985417,UNIVERSITY OF NEWCASTLE UPON TYNE,UNEW,HES,UK,http://www.newcastle.ac.uk,Coordinator,252802.4,NA,EU.1.,Excellent Science,MSCA,2020-04-20,2019-09-11,252802.4,StormTre,Marie Sklodowska-Curie actions,MSCA-IF-2019,Individual Fellowships,2,H2020,2022-03-01,2024-09-30,NA,MSCA-IF-GF,1,252802.4,2020,2019,2022,United Kingdom
886525,999466467,BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY,STANFORD,HES,US,www.stanford.edu,Partner,NA,NA,NA,NA,NA,NA,NA,NA,StormTre,Marie Sklodowska-Curie actions,MSCA-IF-2019,Individual Fellowships,2,H2020,2022-03-01,2024-09-30,NA,MSCA-IF-GF,NA,NA,NA,NA,2022,United States
101024374,999809071,UNIVERSITY OF LIMERICK,UNIVERSITY OF LIMERICK,HES,IE,http://www.ul.ie,Coordinator,184590.72,184590.72,EU.1.,Excellent Science,MSCA,2021-03-18,2020-09-09,184590.72,PATTENZYME,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2024-02-29,H2020-EU.1.3.,MSCA-IF-EF-ST,1,184590.72,2021,2020,2022,Ireland
101031767,999544455,FUNDACIO CENTRE DE REGULACIO GENOMICA,CRG-CERCA,REC,ES,http://www.crg.es,Coordinator,160932.48,NA,EU.1.,Excellent Science,MSCA,2021-03-09,2020-09-09,160932.48,ModEvoCell,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-03-01,2024-02-29,NA,MSCA-IF-EF-ST,1,160932.48,2021,2020,2022,Spain
101026655,897556521,UNIVERSITE GUSTAVE EIFFEL,IFSTTAR,HES,FR,NA,Coordinator,196707.84,NA,EU.1.,Excellent Science,MSCA,2021-03-29,2020-09-09,196707.84,SENCyclo,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,NA,MSCA-IF-EF-ST,1,196707.84,2021,2020,2022,France
101026065,999907526,THE UNIVERSITY OF BIRMINGHAM,UoB,HES,UK,http://www.bham.ac.uk,Coordinator,295940.16,295940.16,EU.1.,Excellent Science,MSCA,2021-03-24,2020-09-09,295940.16,SEYMOUR,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-02-01,2025-01-31,H2020-EU.1.3.,MSCA-IF-GF,1,295940.16,2021,2020,2022,United Kingdom
101026065,999658818,UNIVERSITY OF MELBOURNE,UOM,HES,AU,http://www.unimelb.edu.au,Partner,NA,0,NA,NA,NA,NA,NA,NA,SEYMOUR,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,2,H2020,2022-02-01,2025-01-31,H2020-EU.1.3.,MSCA-IF-GF,NA,0,NA,NA,2022,Australia
101028622,999991043,KOBENHAVNS UNIVERSITET,UCPH,HES,DK,http://www.ku.dk,Coordinator,207312,NA,EU.1.,Excellent Science,MSCA,2021-04-15,2020-09-09,207312,INTERFOR,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,NA,MSCA-IF-EF-ST,1,207312,2021,2020,2022,Denmark
101025148,999861451,ROYAL HOLLOWAY AND BEDFORD NEW COLLEGE,RHUL,HES,UK,http://www.rhul.ac.uk,Coordinator,212933.76,NA,EU.1.,Excellent Science,MSCA,2021-03-23,2020-09-09,212933.76,MSCALI,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-01-01,2023-12-31,NA,MSCA-IF-EF-ST,1,212933.76,2021,2020,2022,United Kingdom
101025677,999977172,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,UCAM,HES,UK,http://www.cam.ac.uk,Coordinator,224933.76,224933.76,EU.1.,Excellent Science,MSCA,2021-04-28,2020-09-09,224933.76,CroProLITE,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-09-01,2024-08-31,H2020-EU.1.3.,MSCA-IF-EF-ST,1,224933.76,2021,2020,2022,United Kingdom
101028723,999975911,UNIVERSITEIT MAASTRICHT,UM,HES,NL,http://www.maastrichtuniversity.nl,Coordinator,131679.36,NA,EU.1.,Excellent Science,MSCA,2021-04-20,2020-09-09,131679.36,FullCompensation,Marie Sklodowska-Curie actions,MSCA-IF-2020,Individual Fellowships,1,H2020,2022-04-01,2023-09-30,NA,MSCA-IF-EF-ST,1,131679.36,2021,2020,2022,Netherlands
